source_relative_path,source_group,candidate_id,center_x,center_y,area,bbox_x,bbox_y,bbox_width,bbox_height,max_radius,mean_gray,touches_border,strength,marker_score,marker_scale_radius,marker_mask_radius,marker_source
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,90,1055,624,11,1055,624,11,11,21.394,208.545,no,strong,0.296403,30.000,21.394,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,91,443,637,11241,365,542,170,146,38.381,72.070,no,strong,0.291798,18.000,33.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,92,1306,854,13,1294,854,13,13,15.981,137.538,no,strong,0.291106,18.000,15.981,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,93,711,36,13,699,24,13,13,29.772,141.769,no,strong,0.285715,18.000,29.772,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,94,444,437,32394,331,304,242,307,62.181,63.914,no,strong,0.282273,30.000,50.550,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,95,305,710,55278,102,442,338,403,58.938,62.621,no,strong,0.280968,24.000,41.953,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,96,1281,501,36,1281,501,36,36,59.922,73.944,no,strong,0.278681,18.000,59.922,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,97,476,716,4827,425,684,98,86,31.560,40.171,no,strong,0.274146,30.000,21.575,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,98,1282,129,22,1282,129,22,22,30.175,165.136,no,strong,0.272098,18.000,30.175,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,99,1123,630,72,1111,622,13,12,26.000,43.361,no,strong,0.271364,30.000,26.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,100,1530,273,5,1526,273,5,5,21.788,26.200,no,strong,0.268559,24.000,21.788,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,101,1372,801,6,1367,796,6,6,32.984,55.833,no,strong,0.265232,18.000,32.984,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,102,544,341,10,544,341,10,10,34.772,74.900,no,weak,0.264627,18.000,34.772,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,103,970,1038,28,970,1011,28,28,37.563,80.536,no,weak,0.264011,18.000,37.563,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,104,801,847,15,801,847,15,15,26.772,79.600,no,weak,0.261454,18.000,26.772,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,105,1094,556,2,1094,555,2,2,27.197,67.500,no,weak,0.253486,24.000,27.197,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,106,727,503,12,727,503,12,12,46.969,73.500,no,weak,0.248972,24.000,46.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,107,1391,989,9963,1283,963,160,132,31.000,97.862,no,weak,0.248332,24.000,21.591,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,108,596,807,30,567,778,30,30,34.788,74.933,no,weak,0.232434,18.000,34.788,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,109,254,398,13104,196,348,195,138,42.969,59.255,no,weak,0.225800,30.000,31.788,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,110,397,137,17,397,137,17,17,27.181,83.353,no,weak,0.223564,18.000,27.181,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,111,502,485,26,502,485,26,26,32.757,111.500,no,weak,0.219306,18.000,32.757,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,112,207,764,23,185,764,23,23,30.994,75.696,no,weak,0.214427,18.000,30.994,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,113,1068,1090,22,1047,1069,22,22,28.969,93.227,no,weak,0.210939,24.000,28.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,114,601,151,12,590,151,12,12,42.166,110.750,no,weak,0.209972,18.000,42.166,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,115,1241,1193,4397,1110,1162,162,38,33.000,93.813,yes,weak,0.209886,24.000,28.194,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,116,914,68,3,914,66,3,3,20.197,20.000,no,weak,0.197824,18.000,20.197,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,117,1346,200,18,1346,183,18,18,21.581,114.333,no,weak,0.197543,30.000,21.581,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,118,653,256,1322,638,225,44,50,17.984,41.303,no,weak,0.194111,18.000,17.591,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,119,624,94,23,624,72,23,23,30.563,98.478,no,weak,0.190829,18.000,30.563,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,120,1178,789,17,1178,789,17,17,23.197,94.706,no,weak,0.186877,18.000,23.197,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,121,468,0,20809,344,0,236,185,39.200,64.658,yes,weak,0.184168,18.000,31.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,122,1126,345,20,1107,345,20,20,28.775,70.750,no,weak,0.182236,24.000,28.775,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,123,822,1086,2325,822,1030,54,78,20.772,45.445,no,weak,0.179520,18.000,20.772,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,124,210,685,10,210,676,10,10,27.772,48.600,no,weak,0.178725,18.000,27.772,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,125,341,198,437,329,183,36,25,7.591,71.522,no,weak,0.005962,42.000,7.591,fallback
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,126,338,1186,131,331,1179,13,14,5.600,62.313,no,weak,0.001907,42.000,5.600,fallback
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,127,85,497,494,56,482,58,33,6.000,57.706,no,weak,0.001880,36.000,6.000,fallback
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,1,1388,70,713,1365,47,28,42,21.772,50.812,no,strong,0.994032,18.000,21.772,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,2,1681,480,9476,1603,430,197,100,36.150,91.619,no,strong,0.935878,30.000,28.366,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,3,1614,714,22,1614,693,22,22,30.800,118.955,no,strong,0.792611,18.000,30.800,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,4,619,917,26,619,892,26,26,39.975,67.654,no,strong,0.757614,18.000,39.975,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,5,1455,767,34253,1359,664,294,180,65.778,79.182,no,strong,0.747880,36.000,36.184,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,6,1559,583,26,1559,558,26,26,33.772,115.731,no,strong,0.734268,36.000,33.772,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,7,508,279,99392,285,8,494,368,89.535,67.800,no,strong,0.731683,18.000,51.197,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,8,1285,777,31,1255,777,31,31,41.784,114.774,no,strong,0.707647,18.000,41.784,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,9,1427,135,8512,1371,41,111,130,42.797,94.198,no,strong,0.688688,24.000,31.360,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,10,742,261,14,729,248,14,14,48.000,126.071,no,strong,0.678222,18.000,48.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,11,1441,971,26,1416,946,26,26,33.166,58.154,no,strong,0.672426,36.000,33.166,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,12,1798,667,1813,1758,646,63,44,18.575,71.683,no,strong,0.665531,18.000,18.197,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,13,885,457,58126,782,360,349,270,78.513,79.816,no,strong,0.663964,18.000,56.344,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,14,1288,691,19,1270,691,19,19,35.150,30.053,no,strong,0.641145,30.000,35.150,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,15,651,690,25677,580,607,224,168,67.197,59.812,no,strong,0.614580,18.000,50.969,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,16,1540,895,17,1524,879,17,17,22.572,36.176,no,strong,0.592793,24.000,22.572,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,17,1716,616,8025,1655,556,126,118,35.581,79.154,no,strong,0.585396,42.000,28.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,18,1059,1104,29,1059,1076,29,29,46.560,98.241,no,strong,0.562162,24.000,46.560,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,19,516,853,24,516,853,24,24,40.147,112.750,no,strong,0.548939,18.000,40.147,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,20,812,281,38,775,281,38,38,51.391,53.184,no,strong,0.544078,18.000,51.391,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,21,1506,639,2,1505,638,2,2,32.197,223.000,no,strong,0.542914,18.000,32.197,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,22,1440,300,17,1440,300,17,17,21.775,87.412,no,strong,0.534198,24.000,21.775,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,23,689,873,4,686,873,4,4,37.000,224.000,no,strong,0.532680,30.000,37.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,24,815,956,19,815,956,19,19,54.544,95.368,no,strong,0.527619,24.000,54.544,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,25,1387,632,16,1387,632,16,16,25.378,20.375,no,strong,0.518456,24.000,25.378,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,26,1120,247,1332,1068,205,76,85,58.994,94.736,no,strong,0.512597,24.000,58.994,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,27,1405,215,16,1390,215,16,16,21.194,41.812,no,strong,0.512594,18.000,21.194,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,28,1372,1058,25,1348,1034,25,25,31.166,70.280,no,strong,0.510578,30.000,31.166,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,29,1321,409,7,1321,403,7,7,53.394,124.571,no,strong,0.508914,18.000,53.394,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,30,1221,274,13,1209,274,13,13,51.969,210.692,no,strong,0.502378,18.000,51.969,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,31,1100,169,24,1077,169,24,24,32.997,34.542,no,strong,0.491516,36.000,32.997,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,32,1048,766,4,1045,763,4,4,69.591,251.250,no,strong,0.491467,18.000,69.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,33,951,716,35,917,716,35,35,51.369,83.314,no,strong,0.488021,18.000,51.369,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,34,1374,886,29,1374,886,29,29,39.997,91.862,no,strong,0.486873,24.000,39.997,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,35,859,695,11396,789,613,128,132,59.984,83.531,no,strong,0.483084,18.000,58.994,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,36,1263,449,305545,1042,0,605,1129,133.495,81.965,yes,strong,0.480137,18.000,111.654,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,37,1383,575,20,1383,575,20,20,82.741,188.350,no,strong,0.475381,30.000,82.741,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,38,1147,1123,11,1137,1123,11,11,40.969,180.091,no,strong,0.471368,18.000,40.969,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,39,1205,1077,11,1205,1067,11,11,33.378,179.364,no,strong,0.470755,30.000,33.378,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,40,1442,524,49,1442,476,49,49,67.997,117.367,no,strong,0.469529,24.000,67.997,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,41,1323,162,7,1317,156,7,7,36.181,57.286,no,strong,0.469525,30.000,36.181,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,42,987,626,7,987,620,7,7,33.984,179.286,no,strong,0.467334,18.000,33.984,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,43,1276,527,19,1258,527,19,19,92.363,84.789,no,strong,0.465578,30.000,92.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,44,1080,95,8,1073,88,8,8,21.984,85.625,no,strong,0.461526,24.000,21.984,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,45,1465,204,10898,1382,127,153,139,41.984,95.063,no,strong,0.458741,18.000,34.160,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,46,966,140,51,955,131,12,12,12.000,56.392,no,strong,0.456943,24.000,12.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,47,1153,700,20,1153,681,20,20,26.384,88.150,no,strong,0.445033,18.000,26.384,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,48,1541,338,5477,1492,301,84,99,34.957,86.240,no,strong,0.444866,36.000,31.757,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,49,938,1100,2,938,1100,2,2,53.197,20.500,no,strong,0.443612,18.000,53.197,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,50,714,1115,26987,600,1012,221,188,60.953,66.896,yes,strong,0.437262,24.000,35.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,51,829,572,5,829,568,5,5,31.788,107.000,no,strong,0.436553,18.000,31.788,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,52,1022,469,36,1022,469,36,36,50.400,154.472,no,strong,0.427100,18.000,50.400,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,53,617,442,32,586,442,32,32,43.981,66.688,no,strong,0.420271,18.000,43.981,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,54,1125,942,21,1105,922,21,21,28.194,117.000,no,strong,0.411680,24.000,28.194,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,55,1212,190,10,1212,181,10,10,47.000,62.000,no,strong,0.410898,18.000,47.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,56,1215,862,33,1183,830,33,33,40.544,113.394,no,strong,0.409251,30.000,40.544,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,57,663,72,21,643,52,21,21,30.363,115.333,no,strong,0.406821,18.000,30.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,58,976,207,26,951,182,26,26,64.922,137.577,no,strong,0.406331,18.000,64.922,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,59,635,1103,25,611,1103,25,25,28.969,70.600,no,strong,0.403494,24.000,28.969,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,60,1318,284,30,1318,255,30,30,42.000,84.533,no,strong,0.400841,30.000,42.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,61,783,42,36,783,7,36,36,49.797,88.861,no,strong,0.392671,18.000,49.797,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,62,1211,924,102749,760,821,627,379,87.544,78.816,yes,strong,0.392437,18.000,69.719,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,63,965,806,83725,862,533,388,393,94.332,78.723,no,strong,0.391017,18.000,75.794,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,64,1221,135,38,1221,135,38,38,50.766,78.974,no,strong,0.385269,30.000,50.766,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,65,746,135,15,746,135,15,15,38.363,87.333,no,strong,0.382984,18.000,38.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,66,981,959,26,956,934,26,26,44.938,76.692,no,strong,0.382827,18.000,44.938,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,67,765,793,82733,479,707,444,355,98.378,69.274,no,strong,0.380282,18.000,55.529,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,68,766,424,68527,507,321,321,434,67.938,70.315,no,strong,0.377765,18.000,48.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,69,1158,38,15,1158,38,15,15,32.363,252.400,no,strong,0.375937,18.000,32.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,70,1449,423,5,1449,421,3,3,33.000,225.800,no,strong,0.373861,18.000,33.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,71,442,437,35831,327,304,284,299,63.581,64.781,no,strong,0.372930,30.000,48.353,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,72,1486,22,8600,1410,0,190,71,61.578,87.871,yes,strong,0.369837,18.000,39.757,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,73,1245,328,6,1240,328,6,6,27.591,33.833,no,strong,0.369328,24.000,27.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,74,1512,817,17,1496,817,17,17,21.991,89.882,no,strong,0.366450,24.000,21.991,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,75,163,456,12290,87,390,177,123,43.788,60.181,no,strong,0.362366,18.000,40.757,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,76,927,308,126034,613,0,534,399,125.119,77.236,yes,strong,0.361953,18.000,85.347,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,77,1388,810,21,1388,790,21,21,26.772,70.143,no,strong,0.355750,18.000,26.772,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,78,1260,970,20,1260,970,10,11,38.000,174.300,no,strong,0.354435,18.000,38.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,79,457,853,35600,349,755,299,209,64.938,66.595,no,strong,0.353696,18.000,49.741,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,80,1222,579,36,1222,579,36,36,50.594,107.778,no,strong,0.353466,18.000,50.594,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,81,856,174,29,856,146,29,29,43.741,82.621,no,strong,0.347863,18.000,43.741,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,82,980,72,13,968,60,13,13,24.769,81.308,no,strong,0.345947,24.000,24.769,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,83,876,984,31,846,984,31,31,42.797,77.258,no,strong,0.342607,30.000,42.797,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,84,947,1171,29,919,1171,29,29,35.753,64.345,yes,strong,0.340407,18.000,35.753,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,85,728,635,3,726,633,3,3,22.394,30.000,no,strong,0.339674,24.000,22.394,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,86,417,246,20,398,246,20,20,27.397,64.600,no,strong,0.338247,18.000,27.397,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,87,457,1154,17312,361,989,215,211,40.966,72.779,yes,strong,0.335177,18.000,33.166,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,88,1396,358,19,1396,340,19,19,24.984,126.421,no,strong,0.333902,18.000,24.984,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,89,1084,1001,32,1053,1001,32,32,42.772,54.812,no,strong,0.332604,18.000,42.772,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,90,1052,250,14,1052,237,14,14,40.363,87.929,no,strong,0.332234,18.000,40.363,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,91,895,800,8,895,793,8,8,45.378,191.500,no,strong,0.321479,18.000,45.378,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,92,377,150,27,351,124,27,27,38.791,66.407,no,strong,0.320602,18.000,38.791,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,93,719,508,7,719,508,7,7,21.591,201.857,no,strong,0.318169,30.000,21.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,94,1457,904,24,1434,904,24,24,31.575,71.708,no,strong,0.316852,36.000,31.575,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,95,472,77,17,456,61,17,17,23.391,63.176,no,strong,0.316758,18.000,23.391,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,96,442,636,12001,348,538,177,143,38.381,69.986,no,strong,0.311755,18.000,32.757,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,97,1501,507,16,1501,492,16,16,21.797,54.500,no,strong,0.309680,30.000,21.797,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,98,598,512,20,579,493,20,20,24.969,74.700,no,strong,0.304409,18.000,24.969,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,99,1060,642,16,1060,627,16,16,21.797,142.625,no,strong,0.303484,18.000,21.797,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,100,891,77,23,869,77,23,23,35.953,109.087,no,strong,0.297787,18.000,35.953,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,101,306,709,39779,102,590,284,255,60.119,65.385,no,strong,0.297588,30.000,41.150,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,102,615,599,12,615,599,12,12,32.166,55.167,no,weak,0.295523,30.000,32.166,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,103,1306,853,11,1296,853,11,11,13.591,101.000,no,weak,0.295110,18.000,13.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,104,1120,626,3,1118,626,3,3,21.000,24.333,no,weak,0.295100,24.000,21.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,105,1530,272,3357,1505,243,71,66,28.991,70.823,no,weak,0.294340,24.000,21.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,106,496,486,2343,496,471,77,54,40.953,62.495,no,weak,0.294198,18.000,40.953,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,107,476,716,5107,421,682,100,102,30.778,39.959,no,weak,0.291341,30.000,21.797,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,108,868,1137,29,868,1137,29,29,39.997,70.621,no,weak,0.290527,18.000,39.997,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,109,1095,564,1,1095,564,1,1,28.000,64.000,no,weak,0.287318,24.000,28.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,110,252,397,12940,195,348,196,138,43.197,58.602,no,weak,0.287245,30.000,31.378,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,111,1225,660,18,1225,660,18,18,23.391,96.222,no,weak,0.284950,30.000,23.391,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,112,207,764,22,186,764,22,22,30.778,76.636,no,weak,0.275718,18.000,30.778,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,113,1033,1170,43718,905,1038,401,162,77.969,93.293,yes,weak,0.271257,18.000,53.738,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,114,1290,217,15,1276,203,15,15,21.000,28.800,no,weak,0.271242,18.000,21.000,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,115,1178,791,19,1178,791,19,19,23.584,96.158,no,weak,0.267405,18.000,23.584,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,116,575,174,4,572,174,4,4,48.591,39.250,no,weak,0.260637,18.000,48.591,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,117,1016,331,14,1003,331,14,14,37.560,53.786,no,weak,0.251988,18.000,37.560,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,118,553,625,22,532,604,22,22,31.560,41.409,no,weak,0.241575,18.000,31.560,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,119,1284,56,2398,1253,29,68,58,18.178,105.772,no,weak,0.240886,30.000,16.394,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,120,595,811,29,567,783,29,29,37.772,72.655,no,weak,0.238750,18.000,37.772,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,121,585,121,25,585,97,25,25,37.153,111.320,no,weak,0.229022,24.000,37.153,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,122,214,694,24,214,671,24,24,33.169,74.000,no,weak,0.224537,18.000,33.169,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,123,1162,479,12,1151,468,12,12,31.166,111.000,no,weak,0.200566,18.000,31.166,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,124,314,558,14649,252,442,190,171,41.763,53.512,no,weak,0.198325,30.000,37.778,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,125,684,347,12,673,336,12,12,22.181,14.167,no,weak,0.197837,30.000,22.181,frst
basler_OldObj/Image__2025-12-29__16-03-48.bmp,basler_OldObj,126,337,1185,145,331,1179,15,16,5.600,62.724,no,weak,0.001798,42.000,5.600,fallback
basler_OldObj/Image__2025-12-29__16-04-04.bmp,basler_OldObj,1,1115,632,6247,1083,598,110,69,35.000,76.623,no,strong,1.000000,24.000,31.360,frst
basler_OldObj/Image__2025-12-29__16-04-15.bmp,basler_OldObj,1,1115,631,6248,1082,596,111,71,33.575,76.610,no,strong,1.000000,30.000,30.363,frst
basler_OldObj/Image__2025-12-29__16-04-15.bmp,basler_OldObj,2,822,355,5403,790,323,105,72,34.378,68.418,no,weak,0.749175,30.000,20.591,frst
basler_OldObj/Image__2025-12-29__16-04-24.bmp,basler_OldObj,1,1114,631,6211,1080,596,113,71,33.984,75.876,no,strong,1.000000,24.000,29.960,frst
